source,relation,target,confidence,evidence
中国电信 5G 智慧矿山行业白皮书,mentions,掘进机远程控制,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-424b6762e9a302c7"", ""B10-56cd1032a07c2a1a"", ""B10-be5b625b14c347f0""], ""snippets"": [""全管控 5.2 智能采矿 5.2.1 智能化远控采煤 5.2.2 综采面视频拼接远控采煤 5.2.3 采煤机无线远程监控 5.2.4 运输三机监测 5.2.5 掘进机远程控制 5.2.6 露天矿卡无人驾驶 5.2.7 露天矿电铲钻机远控 5.2.8 虚拟交互 5.2.9 视频指挥调度 5.2.10 矿山态势可视化 5.2.11 智能巡检 5.2.12 有轨电机车远控 5.2.13 铲运车远控 5.2.14 边坡"", ""机配套相关传感器、信号转换器，通过5G通信系统实现电 机绕组温度、减速器油温、减速器轴温、冷却水流量、冷却水温度多种数据监测和三机之间的数据交互。 5.2.5 掘进机远程控制 痛点 人员安全难保障：岩爆、透水和瓦斯泄露，易造成人员伤亡。综采面和掘进面占井下作业岗位20%，但 统计历年事故，伤亡人数占80%以上。 工作环境恶劣：煤尘粉尘浓度高，采煤噪音大，矿区阴暗潮湿，旷工易患职业病。 价值 实现了掘进机远程集控"", ""1 52 53 5.2.1. 智能化远控采煤 5.2.2. 综采面视频拼接远控采煤 5.2.3. 采煤机无线远程监控 5.2.4. 运输三机监测 5.2.5. 掘进机远程控制 5.2.6. 露天矿卡无人驾驶 5.2.7. 露天矿电铲钻机远控 5.2.8. 虚拟交互 5.2.9. 视频指挥调度 5.2.10. 矿山态势可视化 5.2.11. 智能巡检 5.2.12. 有轨电机车远控 5.2.13. 铲运车远控 5""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,无人驾驶,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,智能综采,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-a74387fa26e70285"", ""B10-e7c6180a5f663a36""], ""snippets"": [""工作面、中央变电所、中央水泵房；新 建5G+MEC将UPF下沉到本地机房，对小保当5G专网数据进行本地闭环，数据不出厂区。 基于5G通信技 术，实现了无人驾驶、智能综采工作面等智能化应用。 项目的成功实施深化了陕西电信与客户、战略合作单位的关系，为进一步加快5G＋智能矿山项目的推 广、践行“云改数转”及落实高质量发展夯实了基础。提高小保当煤矿生产效率和经济效益，打造了5G+无 人驾驶、5G+智能工作面等应"", ""工作面、中央变电所、中央水泵房；新 建5G+MEC将UPF下沉到本地机房，对小保当5G专网数据进行本地闭环，数据不出厂区。 基于5G通信技 术，实现了无人驾驶、智能综采工作面等智能化应用。 项目的成功实施深化了陕西电信与客户、战略合作单位的关系，为进一步加快5G＋智能矿山项目的推 广、践行“云改数转”及落实高质量发展夯实了基础。提高小保当煤矿生产效率和经济效益，打造了5G+无 人驾驶、5G+智能工作面等应""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,有轨电机车,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-424b6762e9a302c7"", ""B10-39acb6be8642e957"", ""B10-be5b625b14c347f0""], ""snippets"": [""卡无人驾驶 5.2.7 露天矿电铲钻机远控 5.2.8 虚拟交互 5.2.9 视频指挥调度 5.2.10 矿山态势可视化 5.2.11 智能巡检 5.2.12 有轨电机车远控 5.2.13 铲运车远控 5.2.14 边坡监测 06 矿山典型案例 6.1 神东煤炭集团-上湾矿“5G智能煤矿”项目 6.2 陕煤集团榆北煤业-小保当矿“5G智慧矿区”项目露天矿无人驾驶 6.3 陕煤集团彬长矿业-小庄矿“5G智慧矿"", ""能巡机器人系统、智能无人机系统、辅助安全管控的智能巡视系统、本地监控管理后 台、远程集控管理系统、通信网络系统、供电系统及其他相关配套设备构成。 5.2.12 有轨电机车远控 有轨电机车为蓄电池变频动力类轨道运输设备，在主要的运输巷道、辅助运输巷道、掘进巷道中对矿车 进行牵引，完成原煤，矿石，矸石，材料，设备，人员等的运输任务。 人员安全难保障：1辆电机车只能坐一个人，干线运输距离较长，把钩工步行跟车，人员"", ""5.2.7. 露天矿电铲钻机远控 5.2.8. 虚拟交互 5.2.9. 视频指挥调度 5.2.10. 矿山态势可视化 5.2.11. 智能巡检 5.2.12. 有轨电机车远控 5.2.13. 铲运车远控 5.2.14. 边坡监测 01 引言-电信 02 02 行业洞察 03 2.1. 国家政策解读 2.2. 行业发展现状 2.3. 行业发展机遇 03 04 04 5G智慧矿山关键技术 10 03 智慧矿山顶""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,皮带巡检,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-aaa69ae23dabbbfb"", ""B10-56566a582d8505f7"", ""B10-be5b625b14c347f0""], ""snippets"": ["" 白音华煤矿：首个5G+工业互联网智慧矿山 6.6 栾川龙宇钼业有限公司南泥湖钼矿智能化 6.7 龙首矿“5G+电机车无人驾驶”项目 6.8 龙首矿“5G+卸料皮带巡检机器人”项目 6.9 化工新材料“5G+防爆机器人巡检”项目 07 总结与展望 7.1 存在问题 7.2 发展目标 7.3 关键技术赋能 7.4 技术研发与验证 08 附录 8.1 规范性引用文件 8.2 术语、定义、缩略语 指导单位 中国"", ""生产效率；从发展需要出发， 项目攻克了有轨运输系统“三化”建设难题，极大促进了“智慧矿 山”的建设步伐，项目实施具有极强的实用性。 6.8. 龙首矿“5G+卸料皮带巡检机器人”项目 项目在皮带运行、安全防护、设备设施全面升级的基础上，搭建5G通信平台，利用5G技术建立起以巡检 机器人为主体、在线视觉检测装置为补充、智能集控平台为核心，对皮带机进行全场景AI智能巡检，面向皮 带输送设备的智能化运维管理系统。"", ""华煤矿：首个5G+工业互联网智慧矿山 6.6. 栾川龙宇钼业有限公司南泥湖钼矿智能化 6.7. 龙首矿“5G+电机车无人驾驶”项目 6.8. 龙首矿“5G+卸料皮带巡检机器人”项目 6.9. 化工新材料“5G+防爆机器人巡检”项目 54 55 56 57 59 60 61 63 07 总结与展望 64 7.1. 存在问题 7.2. 发展目标 7.3. 关键技术赋能 7.4. 技术研发与验证 64 65 6""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,矿卡无人驾驶,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-424b6762e9a302c7"", ""B10-c6d5299aee367aab"", ""B10-be5b625b14c347f0""], ""snippets"": ["".1 智能化远控采煤 5.2.2 综采面视频拼接远控采煤 5.2.3 采煤机无线远程监控 5.2.4 运输三机监测 5.2.5 掘进机远程控制 5.2.6 露天矿卡无人驾驶 5.2.7 露天矿电铲钻机远控 5.2.8 虚拟交互 5.2.9 视频指挥调度 5.2.10 矿山态势可视化 5.2.11 智能巡检 5.2.12 有轨电机车远控 5.2.13 铲运车远控 5.2.14 边坡监测 06 矿山典型案例 6."", ""制流： 结合远程操控台平上的HMI画面和视频画面，操作员执行控制动作，产生PLC控制指令，并 下发到掘进机本地执行PLC，实现实时掘进机控制。 5.2.6 露天矿卡无人驾驶 5G智慧矿区无人驾驶能够实现车辆远程操控、车路融合定位、精准停靠、自主避障等功能，有效提高特 殊环境下矿车作业效率，降低作业风险。 要实现5G智慧矿区无人驾驶技术应用和智能化管理，需要解决几个主要问题：高速安全的网络保障、矿 卡车辆自动驾"", ""化远控采煤 5.2.2. 综采面视频拼接远控采煤 5.2.3. 采煤机无线远程监控 5.2.4. 运输三机监测 5.2.5. 掘进机远程控制 5.2.6. 露天矿卡无人驾驶 5.2.7. 露天矿电铲钻机远控 5.2.8. 虚拟交互 5.2.9. 视频指挥调度 5.2.10. 矿山态势可视化 5.2.11. 智能巡检 5.2.12. 有轨电机车远控 5.2.13. 铲运车远控 5.2.14. 边坡监测 01 引""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,矿山态势可视化,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-424b6762e9a302c7"", ""B10-1d68252e98f9584d"", ""B10-be5b625b14c347f0""], ""snippets"": [""机监测 5.2.5 掘进机远程控制 5.2.6 露天矿卡无人驾驶 5.2.7 露天矿电铲钻机远控 5.2.8 虚拟交互 5.2.9 视频指挥调度 5.2.10 矿山态势可视化 5.2.11 智能巡检 5.2.12 有轨电机车远控 5.2.13 铲运车远控 5.2.14 边坡监测 06 矿山典型案例 6.1 神东煤炭集团-上湾矿“5G智能煤矿”项目 6.2 陕煤集团榆北煤业-小保当矿“5G智慧矿区”项目露天矿无人"", ""图上实时呈现，为指挥中心提供直观的全局信息。 8.满足信息安全，自主可控的要求，核心关键软硬件需全面支持信创，与信创服务器完美兼容，运行无损耗。 5.2.10 矿山态势可视化"", ""2.5. 掘进机远程控制 5.2.6. 露天矿卡无人驾驶 5.2.7. 露天矿电铲钻机远控 5.2.8. 虚拟交互 5.2.9. 视频指挥调度 5.2.10. 矿山态势可视化 5.2.11. 智能巡检 5.2.12. 有轨电机车远控 5.2.13. 铲运车远控 5.2.14. 边坡监测 01 引言-电信 02 02 行业洞察 03 2.1. 国家政策解读 2.2. 行业发展现状 2.3. 行业发展机遇 03 0""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,边坡监测,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-d881a6a6ace357f1"", ""B10-424b6762e9a302c7"", ""B10-31af2d644168690d""], ""snippets"": [""、局）： 为深入贯彻落实习近平总书记“四个革命、一个合作”能源安全新战略，加快推进煤炭行业供给侧结构性改革，推动智能化... 国家矿山安全监察局关于开展露天矿山边坡监测系统建设及联网工作的通知 2023-09-01 国家矿山安全监察局关于开展露天矿山边坡监测系统建设及联网工作的通知各省、自治区、直辖市及新疆生产建设兵团矿山安全监管部门,国 家矿山安全监察局各省级局,有关中央企业：为深入贯彻落实习近平总书记"", ""虚拟交互 5.2.9 视频指挥调度 5.2.10 矿山态势可视化 5.2.11 智能巡检 5.2.12 有轨电机车远控 5.2.13 铲运车远控 5.2.14 边坡监测 06 矿山典型案例 6.1 神东煤炭集团-上湾矿“5G智能煤矿”项目 6.2 陕煤集团榆北煤业-小保当矿“5G智慧矿区”项目露天矿无人驾驶 6.3 陕煤集团彬长矿业-小庄矿“5G智慧矿区”项目"", ""Mbps 下行(控制指令下发)： 时延要求50ms@99.99%，带宽50~100kbps，可靠性99.999% 使用双发选收方案确保时延稳定。 5.2.14 边坡监测 露天矿边坡变形是露天开采最大的安全隐患，我国矿产资源丰富，矿山开采量大， 一旦发生险情，对于 矿山的开采与人员安全会造成极大的威胁，为保证露天矿的安全生产、全面监测矿山边坡的变形情况，建立 边坡监测系统势在必行。 边坡监测的主要内容有位移""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,远程控制,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-424b6762e9a302c7""], ""snippets"": ["" 5.2 智能采矿 5.2.1 智能化远控采煤 5.2.2 综采面视频拼接远控采煤 5.2.3 采煤机无线远程监控 5.2.4 运输三机监测 5.2.5 掘进机远程控制 5.2.6 露天矿卡无人驾驶 5.2.7 露天矿电铲钻机远控 5.2.8 虚拟交互 5.2.9 视频指挥调度 5.2.10 矿山态势可视化 5.2.11 智能巡检 5.2.12 有轨电机车远控 5.2.13 铲运车远控 5.2.14 边坡""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,铲运车,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-424b6762e9a302c7"", ""B10-39acb6be8642e957"", ""B10-be5b625b14c347f0""], ""snippets"": [""电铲钻机远控 5.2.8 虚拟交互 5.2.9 视频指挥调度 5.2.10 矿山态势可视化 5.2.11 智能巡检 5.2.12 有轨电机车远控 5.2.13 铲运车远控 5.2.14 边坡监测 06 矿山典型案例 6.1 神东煤炭集团-上湾矿“5G智能煤矿”项目 6.2 陕煤集团榆北煤业-小保当矿“5G智慧矿区”项目露天矿无人驾驶 6.3 陕煤集团彬长矿业-小庄矿“5G智慧矿区”项目"", "" ·障碍物检测及安全保护： 通过在车前加装高精度雷达装置实现车前方对人、车、落实的检测，保障车 辆安全距离，车辆自主完成鸣笛、刹车等一系列操作。 5.2.13 铲运车远控 非煤矿山一般使用钻爆法的方式进行开采，开采出的矿石通过铲运车将矿石运输到有轨电机车上。"", "" 5.2.8. 虚拟交互 5.2.9. 视频指挥调度 5.2.10. 矿山态势可视化 5.2.11. 智能巡检 5.2.12. 有轨电机车远控 5.2.13. 铲运车远控 5.2.14. 边坡监测 01 引言-电信 02 02 行业洞察 03 2.1. 国家政策解读 2.2. 行业发展现状 2.3. 行业发展机遇 03 04 04 5G智慧矿山关键技术 10 03 智慧矿山顶层规划 05 3.1. 矿山""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,集中控制,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-82550ba0081849a8"", ""B10-1d68252e98f9584d"", ""B10-780e71bacc0d7ac1""], ""snippets"": [""5G智慧矿山随之而来的数字孪生解决方案能有效弥补智慧矿山可视化的不足之处。工作面数字孪生系统 通过集中控制系统的实时数据，驱动工作面设备的1：1三维模型，实时展示工作面成套装备的姿态和动作； 对关键的设备运行参数、工艺数据、生产数据等进行数据或图表曲线展示。通过固定视角多场景模块化组 合、分屏展示、自由漫游等不同展示方式，可提供直观、高效的人机"", ""频会商接入，实现高清、稳定、安全的视频会商。 2.对外部视频源的独立接入，实现只要是网络能连通并上传速率足够的IPC摄像头，均可直接读取并投放到 大屏幕。 3.集中控制，任意调取信号（设置使用者权限范围），把信号投放到显示器及指挥调度中心大屏。 4.信号上大屏，支持拼接、跨屏、画中画、漫游。 5.直接访问电脑，单人一套鼠标键盘管理多台电脑，可以多显示器中鼠标漫游跨屏。 6.通过融合通信系统，将PSTN电话"", ""进行融合，实现基于真实地理信息的综合自动 化管控平台。也就是说，将所有的生产、监测和控制信息以矿井采掘平面地图为载体，在平面地图上分 层集中显示，实现集中显示和集中控制、数据管理分析、为生产决策提供数据依据。采用基于地理信息 的综合自动化管控平台，不仅实现了开采设备和煤流系统的精确控制，单矿采煤效率提高39.5%、吨 煤成本下降29%。 （6）三维可视化技术 三维可视化技术是以数据模拟仿真的方式，显示描述""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,露天矿卡,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-424b6762e9a302c7"", ""B10-c6d5299aee367aab"", ""B10-be5b625b14c347f0""], ""snippets"": ["".2.1 智能化远控采煤 5.2.2 综采面视频拼接远控采煤 5.2.3 采煤机无线远程监控 5.2.4 运输三机监测 5.2.5 掘进机远程控制 5.2.6 露天矿卡无人驾驶 5.2.7 露天矿电铲钻机远控 5.2.8 虚拟交互 5.2.9 视频指挥调度 5.2.10 矿山态势可视化 5.2.11 智能巡检 5.2.12 有轨电机车远控 5.2.13 铲运车远控 5.2.14 边坡监测 06 矿山典型案"", ""控制流： 结合远程操控台平上的HMI画面和视频画面，操作员执行控制动作，产生PLC控制指令，并 下发到掘进机本地执行PLC，实现实时掘进机控制。 5.2.6 露天矿卡无人驾驶 5G智慧矿区无人驾驶能够实现车辆远程操控、车路融合定位、精准停靠、自主避障等功能，有效提高特 殊环境下矿车作业效率，降低作业风险。 要实现5G智慧矿区无人驾驶技术应用和智能化管理，需要解决几个主要问题：高速安全的网络保障、矿 卡车"", ""智能化远控采煤 5.2.2. 综采面视频拼接远控采煤 5.2.3. 采煤机无线远程监控 5.2.4. 运输三机监测 5.2.5. 掘进机远程控制 5.2.6. 露天矿卡无人驾驶 5.2.7. 露天矿电铲钻机远控 5.2.8. 虚拟交互 5.2.9. 视频指挥调度 5.2.10. 矿山态势可视化 5.2.11. 智能巡检 5.2.12. 有轨电机车远控 5.2.13. 铲运车远控 5.2.14. 边坡监测 ""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,预测性维护,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-b49271f7f0889550""], ""snippets"": [""据和管理数据的分级分类存储，数据的分析建模和大数据挖掘， 使得矿山多源异构数据从数据资源变为数据资产，可提供基于大数据的调度决策、灾害风险分析、设备健康 诊断、预测性维护等应用，解决了矿山信息孤岛严重、数据难集成、智能化分析水平低等问题。 2 、发展挑战""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,减人,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,可用性,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-96d5497df6bd4f9f"", ""B10-9c56cefed7330334"", ""B10-a1e75325b5cba6d2""], ""snippets"": [""务。开展数据治理， 提高数据质量，是在海量数据中提炼高附加值数据，提升数据分析准确度的重要举措.利用科学的理论，方 法和工具，对企业所需数据的可获得性，相关性，可用性，整体性，安全性等实现全面，有效的管理，将数 据作为企业的战略资产加以重视和综合利用，促进企业健康，高质量的长远发展。 数据治理是行业数字化转型之路的关键，数据治理工作的落地有助于提升煤炭数据价值密度、提高数据 挖掘效率，更好服务灵活多变的"", ""务。开展数据治理， 提高数据质量，是在海量数据中提炼高附加值数据，提升数据分析准确度的重要举措.利用科学的理论，方 法和工具，对企业所需数据的可获得性，相关性，可用性，整体性，安全性等实现"", ""务。开展数据治理， 提高数据质量，是在海量数据中提炼高附加值数据，提升数据分析准确度的重要举措.利用科学的理论，方 法和工具，对企业所需数据的可获得性，相关性，可用性，整体性，安全性等实现全面，有效的管理，将数 据作为企业的战略资产加以重视和综合利用，促进企业健康，高质量的长远发展。 数据治理是行业数字化转型之路的关键，数据治理工作的落地有助于提升煤炭数据价值密度、提高数据 挖掘效率，更好服务灵活多变的""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,可靠性,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-9c5d457351d20615"", ""B10-e5ad8fba3d4d6e15""], ""snippets"": [""接一根光纤，从而导致 在巷道或者综采面的场景需要部署的光纤多，增加了器件成本、交付成本、维护成本。 pRRU级联方案节省了光纤部署成本，通过双链保护提升了网络的可靠性，故障倒换 时间<50ms，光纤故障检测精度达到10米。 关键特性 时隙翻转： 井下网络跟公网可以隔离开，由于toB场景对上行带宽要求高，可以将时隙修改为2:3，提 升上行带宽。"", ""实现带宽资源的 分配和硬隔离。减少井下网络部署的复杂度和网络维护的难度。 高可靠 IPRAN接入网采用电信级设备和网络部署，矿区内采用环形组网或者口字型组网增加可靠性。矿山应用 属于高可靠性/超高可靠性场景，推荐承载网与BBU/MEC采用口字型双归组网，承载网络中任一单链路故障 或者单设备故障不影响连通性，业务不受影响。 为了满足矿山行业的高可靠性要求，承载网需要实现下面的可靠性方案： 与MEC口字型双""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,响应时延,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-2f5bc437d035fa07"", ""B10-a2792062af6b266c""], ""snippets"": [""风险。 极低时延： 通过将服务器下沉部署在靠近用户终端设备的接入环、汇聚环等企业侧网络边缘，使终端能 够在本地直接访问到内容源，从数据传输路径上降低了端到端业务响应时延。 节省传输： 5G网络通过用户面功能UPF在网络边缘的灵活部署，实现了数据流量本地卸载，避免本地 业务流量迂回，减少大量数据传输带来的传输资源占用，从而有效抑制了网络阻塞。 能力开放： 实现运营商与和垂直行业的业务创新，通过开放API的方"", ""中的数据暴露风险。 通过将服务器下沉部署在靠近用户终端设备的接入环、汇聚环等企业侧网络边缘，使终端能 够在本地直接访问到内容源，从数据传输路径上降低了端到端业务响应时延。 5G网络通过用户面功能UPF在网络边缘的灵活部署，实现了数据流量本地卸载，避免本地 业务流量迂回，减少大量数据传输带来的传输资源占用，从而有效抑制了网络阻塞。 实现运营商与和垂直行业的业务创新，通过开放API的方式为行业用户提供专网运维""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,增安,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-b49271f7f0889550""], ""snippets"": [""部分远程控 制。现有的煤矿物联网相对比较孤立，并没有把整个生产流程、生产系统有机结合起来。煤炭工业互联网是 煤炭行业转型的战略需要，有利于加速实现煤炭行业减人、增安、提效，可谓是煤炭行业发展的新阶段。 数据平台是智慧矿山建设的数据基座，是矿山大数据应用的基础。智慧矿山数据中台包含数据汇聚、数 据开发、数据存储、数据资产管理、数据服务等能力。通过数据中台的建设，形成矿山行业的数据标准规 范；通过对矿山数""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,实时性,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-96d5497df6bd4f9f"", ""B10-8eaf6d94575a0af5""], ""snippets"": [""位、多层次、多角度 的煤炭行业数据治理框架。 矿山数据的分类分级是做好数据治理的关键要素。数据分级分类存储技术。针对监测监控、生产自动化 等系统产生数据类型多、实时性强等特点，按照数据仓库建设理论，设计贴源层、明细层、聚合层、应用层 等分级存储层，按照数据热、温、冷特性和数据类别（基础数据、实时数据、异常告警数据、历史明细数 据、统计数据，以及文档、视频等非结构化数据）分别存入不同类型的数据库，支撑数据"", ""务类型；业务应用服务包括产 品溯源、异常预警和可视化大屏等服务类型。通过对海量数据的集中、整合、挖掘和共享，结合全方位、多 层次的数据服务体系，增强了异常处理的实时性和前瞻性，推动工业向信息化、智能化转型。 6 、矿山行业数据平台的发展趋势 数据平台除了保持原本核心的数据接入、存储、统计分析和决策支持外，会更聚焦到业务本身上来，为 前台业务提供更智能化的数据服务，支持企业流程的优化和商业模式的创新，让给""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,常态化,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,成本,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,提效,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,稳定性,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,节能,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,互联互通,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-9c5d457351d20615"", ""B10-a75220f9b477daba""], ""snippets"": [""合决策和智能化管理等。现行标准中暂无相关标准。 3.2. 5G智慧矿山总体架构 建设矿山一张网、矿山一朵云、矿山一平台、以及N个应用与5个中心。通过一张网，构建互联互通、统 一高效矿山融合网络；通过一朵云，构建安全可信、弹性灵活的数字化底座；通过一平台，打破烟囱式系统，形成数据共享、能力共享、开放统一的矿山数字平台，支撑矿山打造各类智慧业务应用。 04 5G智慧矿山关键技术 4.1. 5G融合 4.1.1"", ""用防爆传感器、射频识别技术、定位系统等装置，采集井下瓦斯、顶板、设备状态 等监测信息，基于工业互联网、局域网、5G等信息传感网络，实现物与物（人） 的泛在连接、互联互通和 对监测物体的智能感知和管理。矿山物联网和大数据技术紧密相连，提供矿山企业生产智能化水平。 （2）矿山大数据挖掘技术 矿山大数据有4V特征: 数据体量大、增长速度快、数据类别多、价值密度低。由于煤矿数据类型复杂， 传统分析方式很难找出数据""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,人才,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,低时延,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-5a89f2f7d12c4e55"", ""B10-9c5d457351d20615"", ""B10-2f5bc437d035fa07""], ""snippets"": [""能化、绿色化的发展趋势，对高质量的通信 网络需求强烈。智能化矿山的建设需要技术先进、业务全面、功能强大、性能稳定的通信系统平台做支撑。 5G通信技术具有高带宽、低时延、大规模设备连接等特性，为矿山设备群的“万物互联”提供了通道，可 实现矿井全范围通信网络覆盖、对井下设备和环境数据进行全方位采集和传输、精准可靠的实现设备控制， 满足矿山各类业务系统的网络数据传输需求。5G通信技术的应用，将全面推动矿山行业"", ""、能力共享、开放统一的矿山数字平台，支撑矿山打造各类智慧业务应用。 04 5G智慧矿山关键技术 4.1. 5G融合 4.1.1. 5G网络架构 基于5G大带宽、低时延、高可靠等特性， 5G专网是矿山的最佳选择。5G矿山架构包含了无线网络，承 载网络，核心网。 4.1.2. 无线网络 露天矿 根据场景区分，若为线性区域可沿道路做线性组网；若为面型覆盖，可做蜂窝组网。露天矿主要应用为 自动驾驶和远程控制，5"", "" 数据保护： 数据的收集和计算都是基于本地网络，不再被传输到云端，重要的敏感信息可以不经过外部 网络传输，数据不出厂区能够有效避免传输过程中的数据暴露风险。 极低时延： 通过将服务器下沉部署在靠近用户终端设备的接入环、汇聚环等企业侧网络边缘，使终端能 够在本地直接访问到内容源，从数据传输路径上降低了端到端业务响应时延。 节省传输： 5G网络通过用户面功能UPF在网络边缘的灵活部署，实现了数据流量本地卸载""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,信息安全,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,安全风险,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,成本,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,故障,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,本安,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-8eaf6d94575a0af5"", ""B10-56cd1032a07c2a1a"", ""B10-d26c98052cdef8a7""], ""snippets"": [""一策等原则。 >> AI视频识别平台主要由前端视频识别分析系统、网络传输系统、后端管理系统等组成。 >> 前端视频识别分析系统通过部署图像AI处理摄像仪、隔爆兼本安型边缘计算AI视频分析装置，就地实现 数据采集、分析、存储与上传。实时对人员、机器、环境等监控视频进行智能分析与处理，并实现与矿 山通信联络系统、生产自动化系统、安全监控系统的联动协同，从而提高煤矿安全管理水平和效率。"", ""撑未来远程 精准操控，提升远控司机体验感受并确保安全生产。 >> 可视化系统分为感知、联接、平台、应用四个层次： 感知层主要包括安装在液压支架上覆盖整个综采面的本安摄像仪、以及部署在煤机等特殊点位的摄像仪。 联接层主要包括5G通信系统、数通交换机，具备5G和有线双网备份功能，有效提升视频传输可靠性。 平台层主要涵盖视频云平台、视频拼接节点、AI推理节点，产生及存储上层应用所需的视频、图片、结 构化数据"", ""实用性、一矿一策等原则。 AI视频识别平台主要由前端视频识别分析系统、网络传输系统、后端管理系统等组成。 前端视频识别分析系统通过部署图像AI处理摄像仪、隔爆兼本安型边缘计算AI视频分析装置，就地实现 数据采集、分析、存储与上传。实时对人员、机器、环境等监控视频进行智能分析与处理，并实现与矿 山通信联络系统、生产自动化系统、安全监控系统的联动协同，从而提高煤矿安全管理水平和效率。 网络传输系统包括煤矿""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,标准体系,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,灾害,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
